,datetime,open,max,min,close,value
0,2023-08-09 17:05:00,13.5350,13.5350,13.5180,13.5210,731.994M
1,2023-08-09 17:00:00,13.5420,13.5440,13.5290,13.5360,1.002B
2,2023-08-09 16:55:00,13.5540,13.5540,13.5420,13.5420,474.294M
3,2023-08-09 16:50:00,13.5490,13.5560,13.5440,13.5530,840.855M
4,2023-08-09 16:45:00,13.5550,13.5560,13.5460,13.5500,1.664B
5,2023-08-09 16:40:00,13.5560,13.5630,13.5500,13.5550,1.361B
6,2023-08-09 16:35:00,13.5490,13.5580,13.5480,13.5530,820.901M
7,2023-08-09 16:30:00,13.5540,13.5680,13.5460,13.5490,661.679M
8,2023-08-09 16:25:00,13.5410,13.5560,13.5380,13.5560,843.851M
9,2023-08-09 16:20:00,13.5360,13.5420,13.5340,13.5420,761.723M
10,2023-08-09 16:15:00,13.5380,13.5400,13.5290,13.5370,625.92M
11,2023-08-09 16:10:00,13.5280,13.5400,13.5230,13.5370,934.94M
12,2023-08-09 16:05:00,13.5250,13.5300,13.5180,13.5290,617.037M
13,2023-08-09 16:00:00,13.5180,13.5260,13.5060,13.5250,2.145B
14,2023-08-09 15:55:00,13.5460,13.5480,13.5130,13.5190,1.193B
15,2023-08-09 15:50:00,13.5390,13.5490,13.5350,13.5470,749.311M
16,2023-08-09 15:45:00,13.5250,13.5410,13.5250,13.5390,1.339B
17,2023-08-09 15:40:00,13.5260,13.5280,13.5250,13.5250,526.779M
18,2023-08-09 15:35:00,13.5230,13.5280,13.5220,13.5270,747.625M
19,2023-08-09 15:30:00,13.5250,13.5250,13.5160,13.5240,538.587M
20,2023-08-09 15:25:00,13.5250,13.5270,13.5160,13.5250,834.527M
21,2023-08-09 15:20:00,13.5290,13.5310,13.5170,13.5250,731.45M
22,2023-08-09 15:15:00,13.5400,13.5410,13.5150,13.5290,1.191B
23,2023-08-09 15:10:00,13.5350,13.5430,13.5330,13.5390,1.071B
24,2023-08-09 15:05:00,13.5330,13.5370,13.5310,13.5360,1.172B
25,2023-08-09 15:00:00,13.5170,13.5350,13.5150,13.5340,981.219M
26,2023-08-09 14:55:00,13.5350,13.5350,13.5170,13.5190,1.135B
27,2023-08-09 14:50:00,13.5370,13.5400,13.5240,13.5340,751.839M
28,2023-08-09 14:45:00,13.5350,13.5480,13.5220,13.5370,1.122B
29,2023-08-09 14:40:00,13.5370,13.5420,13.5300,13.5370,741.666M
30,2023-08-09 14:35:00,13.5310,13.5440,13.5300,13.5350,1.386B
31,2023-08-09 14:30:00,13.5110,13.5360,13.5090,13.5320,1.734B
32,2023-08-09 14:25:00,13.5070,13.5110,13.5050,13.5100,992.058M
33,2023-08-09 14:20:00,13.5030,13.5110,13.4940,13.5060,992.297M
34,2023-08-09 14:15:00,13.4730,13.5050,13.4720,13.5010,1.961B
35,2023-08-09 14:10:00,13.4950,13.5210,13.4660,13.4740,4.284B
36,2023-08-09 14:05:00,13.4750,13.4970,13.4740,13.4950,2.326B
37,2023-08-09 14:00:00,13.4670,13.4840,13.4630,13.4740,991.173M
38,2023-08-09 13:55:00,13.4790,13.4830,13.4570,13.4670,1.62B
