,datetime,open,max,min,close,value
0,2023-11-22 09:00:00,12.3000,12.3070,12.2950,12.3070,321.658M
1,2023-11-22 08:55:00,12.3060,12.3080,12.3000,12.3000,60.104M
2,2023-11-22 08:50:00,12.3060,12.3070,12.3040,12.3060,28.033M
3,2023-11-22 08:45:00,12.3110,12.3110,12.3010,12.3060,160.121M
4,2023-11-22 08:40:00,12.3050,12.3110,12.3050,12.3100,183.133M
5,2023-11-22 08:35:00,12.3060,12.3060,12.3040,12.3050,2.067M
6,2023-11-22 08:30:00,12.3000,12.3050,12.3000,12.3050,81.362M
7,2023-11-22 08:25:00,12.3000,12.3000,12.2990,12.3000,21.192M
8,2023-11-22 08:20:00,12.3000,12.3000,12.2980,12.3000,98.867M
9,2023-11-22 08:15:00,12.3000,12.3000,12.3000,12.3000,22.312M
10,2023-11-22 08:10:00,12.3000,12.3000,12.2980,12.2980,131.412M
11,2023-11-22 08:05:00,12.3000,12.3000,12.2990,12.2990,7.417M
12,2023-11-22 08:00:00,12.3000,12.3000,12.2990,12.2990,10.91M
13,2023-11-22 07:55:00,12.2990,12.3000,12.2990,12.3000,20.947M
14,2023-11-22 07:50:00,12.3000,12.3000,12.2990,12.3000,39.63M
15,2023-11-22 07:45:00,12.2990,12.3000,12.2980,12.3000,79.873M
16,2023-11-22 07:40:00,12.2970,12.2980,12.2950,12.2980,31.555M
17,2023-11-22 07:35:00,12.3000,12.3000,12.2950,12.2980,75.62M
18,2023-11-22 07:30:00,12.2990,12.3000,12.2990,12.2990,3.554M
19,2023-11-22 07:25:00,12.3010,12.3010,12.2950,12.2970,82.905M
20,2023-11-22 07:20:00,12.3020,12.3020,12.3010,12.3010,12.609M
21,2023-11-22 07:15:00,12.3020,12.3020,12.3000,12.3010,18.648M
22,2023-11-22 07:10:00,12.2970,12.3030,12.2960,12.3030,39.422M
23,2023-11-22 07:05:00,12.2970,12.2990,12.2970,12.2980,23.6M
24,2023-11-22 07:00:00,12.2950,12.3040,12.2950,12.2970,77.346M
25,2023-11-21 18:55:00,12.2900,12.2920,12.2900,12.2920,68.206M
26,2023-11-21 18:50:00,12.2910,12.2920,12.2880,12.2920,199.898M
27,2023-11-21 18:45:00,12.2890,12.2910,12.2840,12.2890,313.887M
28,2023-11-21 18:40:00,12.2910,12.2920,12.2880,12.2900,159.762M
29,2023-11-21 18:35:00,12.2960,12.2970,12.2880,12.2900,469.346M
30,2023-11-21 18:30:00,12.2890,12.2960,12.2870,12.2950,429.327M
31,2023-11-21 18:25:00,12.2890,12.2920,12.2880,12.2900,133.21M
32,2023-11-21 18:20:00,12.2930,12.2940,12.2830,12.2880,361.932M
33,2023-11-21 18:15:00,12.2970,12.2980,12.2910,12.2930,204.861M
34,2023-11-21 18:10:00,12.3010,12.3010,12.2930,12.2970,304.429M
35,2023-11-21 18:05:00,12.3060,12.3070,12.3000,12.3000,359.561M
36,2023-11-21 18:00:00,12.3090,12.3100,12.3040,12.3050,127.114M
37,2023-11-21 17:55:00,12.3110,12.3120,12.3050,12.3080,149.749M
38,2023-11-21 17:50:00,12.3080,12.3120,12.3060,12.3120,136.901M
39,2023-11-21 17:45:00,12.3090,12.3120,12.3060,12.3070,276.874M
40,2023-11-21 17:40:00,12.3100,12.3110,12.3000,12.3080,480.274M
41,2023-11-21 17:35:00,12.3010,12.3120,12.3010,12.3090,762.82M
42,2023-11-21 17:30:00,12.3010,12.3020,12.3000,12.3010,171.225M
43,2023-11-21 17:25:00,12.2980,12.3020,12.2970,12.3010,212.183M
44,2023-11-21 17:20:00,12.3000,12.3020,12.2960,12.2980,544.789M
45,2023-11-21 17:15:00,12.3020,12.3020,12.3000,12.3000,508.872M
46,2023-11-21 17:10:00,12.3020,12.3020,12.3000,12.3010,385.281M
47,2023-11-21 17:05:00,12.2990,12.3040,12.2980,12.3020,763.688M
48,2023-11-21 17:00:00,12.3000,12.3020,12.2980,12.3000,1.238B
49,2023-11-21 16:55:00,12.3000,12.3000,12.2990,12.3000,165.902M
50,2023-11-21 16:50:00,12.2990,12.3000,12.2980,12.3000,231.961M
51,2023-11-21 16:45:00,12.2980,12.3000,12.2950,12.2990,266.551M
52,2023-11-21 16:40:00,12.2960,12.2990,12.2940,12.2980,513.268M
