,datetime,open,max,min,close,value
0,2024-03-14 19:05:00,91.5150,91.7200,91.5150,91.7200,47.944M
1,2024-03-14 19:00:00,91.5150,91.7200,91.5150,91.7200,47.944M
2,2024-03-14 18:55:00,91.5150,91.7200,91.5150,91.7200,47.944M
3,2024-03-14 18:50:00,91.6450,91.6700,91.5325,91.6475,142.483M
4,2024-03-14 18:45:00,91.6375,91.6800,91.6200,91.6425,458.118M
5,2024-03-14 18:40:00,91.6600,91.6675,91.6325,91.6400,218.291M
6,2024-03-14 18:35:00,91.6625,91.6975,91.6500,91.6550,120.638M
7,2024-03-14 18:30:00,91.7075,91.7350,91.6600,91.6775,368.422M
8,2024-03-14 18:25:00,91.6425,91.7250,91.6400,91.7100,283.034M
9,2024-03-14 18:20:00,91.6650,91.6850,91.6250,91.6500,285.141M
10,2024-03-14 18:15:00,91.6800,91.7025,91.6550,91.6700,344.621M
11,2024-03-14 18:10:00,91.6475,91.6975,91.6350,91.6900,269.689M
12,2024-03-14 18:05:00,91.6450,91.7100,91.6300,91.6450,432.743M
13,2024-03-14 18:00:00,91.5900,91.6550,91.5875,91.6550,378.25M
14,2024-03-14 17:55:00,91.5000,91.5925,91.4825,91.5900,400.446M
15,2024-03-14 17:50:00,91.5400,91.5550,91.4875,91.4875,161.454M
16,2024-03-14 17:45:00,91.5075,91.5475,91.4925,91.5400,157.975M
17,2024-03-14 17:40:00,91.5475,91.5500,91.4675,91.5075,465.97M
18,2024-03-14 17:35:00,91.6200,91.6200,91.5525,91.5525,203.789M
19,2024-03-14 17:30:00,91.5900,91.6175,91.5900,91.6175,247.965M
20,2024-03-14 17:25:00,91.5875,91.5975,91.5825,91.5925,67.045M
21,2024-03-14 17:20:00,91.5650,91.5975,91.5600,91.5825,74.633M
22,2024-03-14 17:15:00,91.5850,91.5900,91.5475,91.5675,185.892M
23,2024-03-14 17:10:00,91.6150,91.6300,91.5750,91.5800,521.49M
24,2024-03-14 17:05:00,91.6800,91.6800,91.5925,91.6175,563.278M
25,2024-03-14 17:00:00,91.6800,91.7125,91.6775,91.6800,326.333M
